label,slope,dem,fault_distance
0,87.489624,1007,50.0
1,85.64283,1211,50.0
1,85.15617,731,50.0
0,60.982857,771,50.0
1,85.6142,337,50.0
0,84.31756,933,50.0
0,56.309933,795,50.0
1,85.64283,1403,50.0
1,86.0917,663,50.0
1,88.12313,1667,50.0
1,86.188034,633,50.0
0,84.837296,1037,50.0
1,85.6142,837,50.0
1,86.68048,319,50.0
0,83.78232,290,50.0
0,87.7368,1276,50.0
0,83.79145,1514,50.0
0,81.544395,1062,50.0
0,48.189682,789,50.0
0,74.206825,779,50.0
0,56.309933,778,50.0
1,87.01999,1112,50.0
1,86.41843,885,50.0
0,45.0,771,50.0
1,85.25274,934,50.0
0,71.79923,787,50.0
1,85.91697,1338,50.0
0,56.309933,788,50.0
0,84.11897,1131,50.0
0,35.26439,388,50.0
0,87.86865,1122,50.0
0,68.198586,822,50.0
0,79.736565,813,50.0
1,87.20978,1399,50.0
0,83.8096,1064,50.0
1,87.13938,1156,50.0
0,87.28595,1809,50.0
0,84.11897,286,50.0
0,84.296486,455,50.0
0,87.28595,504,50.0
0,57.688465,771,50.0
0,83.8096,720,50.0
1,86.9425,958,50.0
0,35.26439,782,50.0
0,48.189682,788,50.0
1,86.96616,1045,50.0
0,57.688465,773,50.0
1,82.33774,689,50.0
0,82.519485,1111,50.0
0,76.82529,989,50.0
0,84.93406,890,50.0
0,45.0,776,50.0
0,63.434948,838,50.0
1,79.736565,453,50.0
1,86.295135,1239,50.0
0,84.58403,889,50.0
0,65.90515,819,50.0
0,83.369255,903,50.0
0,65.90515,186,50.0
0,57.688465,777,50.0
0,80.9311,451,50.0
1,86.05715,796,50.0
1,86.10976,467,50.0
0,80.050865,907,50.0
0,84.45883,840,50.0
1,84.958626,850,50.0
0,83.8096,998,50.0
0,48.189682,802,50.0
0,81.82866,662,50.0
0,84.289406,1041,50.0
1,85.960335,1159,50.0
1,85.30087,1074,50.0
1,85.507645,865,50.0
0,0.0,782,50.0
1,86.53018,781,50.0
1,85.26894,1199,50.0
1,78.09531,1282,50.0
0,87.51979,920,50.0
0,87.939095,997,50.0
0,78.52107,962,50.0
0,60.982857,798,50.0
0,83.466965,593,50.0
0,82.33774,971,50.0
0,79.155495,834,50.0
1,85.957825,1336,50.0
0,45.0,782,50.0
0,57.688465,772,50.0
1,85.35142,853,50.0
0,57.688465,170,50.0
1,85.45853,583,50.0
1,86.75062,878,50.0
1,85.95531,1570,50.0
1,85.26894,867,50.0
0,87.69321,472,50.0
1,86.35374,772,50.0
1,87.3981,883,50.0
0,76.06791,1275,50.0
0,72.4516,785,50.0
0,76.06791,225,50.0
0,87.31957,910,50.0
0,83.1962,719,50.0
0,87.434875,679,50.0
1,86.914925,773,50.0
0,83.466965,351,50.0
0,65.90515,771,50.0
0,83.99099,597,50.0
1,86.38111,1241,50.0
0,81.52128,896,50.0
1,85.42608,1274,50.0
0,84.087746,523,50.0
1,57.688465,137,50.0
0,84.93406,871,50.0
0,57.688465,826,50.0
1,48.189682,214,50.0
0,84.35217,918,50.0
0,74.49864,1345,50.0
0,84.05602,600,50.0
0,71.79923,755,50.0
0,73.398445,574,50.0
0,84.26801,868,50.0
0,84.56578,856,50.0
0,76.06791,162,50.0
0,84.20977,336,50.0
0,84.023766,1152,50.0
0,80.050865,1190,50.0
0,83.30163,1288,50.0
0,87.55671,1289,50.0
0,87.38186,1012,50.0
0,83.92379,717,50.0
1,87.00986,1344,50.0
1,85.20728,1195,50.0
1,86.064125,1181,50.0
1,85.91697,1085,50.0
0,83.30163,357,50.0
0,45.0,781,50.0
0,83.66949,1292,50.0
1,84.78948,827,50.0
0,45.0,774,50.0
0,70.52878,802,50.0
0,64.12331,787,50.0
1,86.71341,1122,50.0
0,81.635,276,50.0
0,87.57863,1637,50.0
0,0.0,783,50.0
0,87.97797,1285,50.0
0,68.198586,1571,50.0
0,77.395615,442,50.0
0,81.2792,1016,50.0
0,48.189682,772,50.0
0,84.296486,1065,50.0
0,84.50995,882,50.0
1,0.0,768,50.0
1,86.80662,1172,50.0
0,54.73561,771,50.0
0,81.2792,418,50.0
0,82.285835,1398,50.0
0,45.0,776,50.0
0,26.56505,771,50.0
1,85.960335,1092,50.0
0,48.189682,217,50.0
0,56.309933,783,50.0
0,84.26801,888,50.0
0,57.688465,136,50.0
1,85.19042,688,50.0
1,85.098915,745,50.0
1,86.48145,918,50.0
1,86.05715,1310,50.0
1,86.832344,1931,50.0
0,35.26439,778,50.0
0,35.26439,788,50.0
1,86.35558,667,50.0
0,0.0,768,50.0
1,86.639336,1043,50.0
0,45.0,183,50.0
1,85.66781,1630,50.0
1,87.222916,1322,50.0
0,71.06817,178,50.0
1,86.93595,1055,50.0
1,86.59512,1394,50.0
1,85.960335,1208,50.0
1,85.89345,1136,50.0
1,86.99344,1098,50.0
0,84.71802,1396,50.0
0,81.01512,882,50.0
1,87.033005,1117,50.0
0,35.26439,783,50.0
1,86.03597,1579,50.0
0,0.0,768,50.0
0,87.541016,1671,50.0
1,83.550285,901,50.0
0,69.62547,797,50.0
0,87.31957,886,50.0
0,87.45205,895,50.0
1,85.63017,738,50.0
1,85.15617,1023,50.0
0,60.982857,789,50.0
0,81.89028,1471,50.0
1,86.68048,1801,50.0
1,85.91697,1133,50.0
1,86.41141,1112,50.0
0,77.395615,402,50.0
1,86.72283,850,50.0
0,87.36251,1205,50.0
1,85.86413,1221,50.0
0,83.745384,1108,50.0
0,54.73561,172,50.0
1,85.33604,1354,50.0
0,74.49864,784,50.0
0,76.73732,934,50.0
0,45.0,768,50.0
1,85.24047,809,50.0
0,74.206825,276,50.0
0,60.982857,812,50.0
0,45.0,173,50.0
0,60.982857,839,50.0
1,86.494644,922,50.0
0,87.36251,920,50.0
0,69.62547,856,50.0
0,0.0,768,50.0
1,86.47313,887,50.0
0,73.398445,849,50.0
0,74.638596,185,50.0
0,87.45205,1171,50.0
0,83.62063,1147,50.0
1,87.13848,831,50.0
1,86.41316,1288,50.0
0,87.74076,1166,50.0
0,83.98271,1207,50.0
0,45.0,792,50.0
0,83.30163,772,50.0
0,48.189682,782,50.0
0,83.8096,1052,50.0
0,68.198586,773,50.0
1,86.064125,1130,50.0
1,85.78942,1009,50.0
0,83.66949,663,50.0
0,57.688465,773,50.0
0,87.71486,1339,50.0
1,85.86413,645,50.0
0,78.74476,162,50.0
0,84.85294,711,50.0
1,86.950096,629,50.0
1,85.601295,1260,50.0
1,86.68048,1314,50.0
0,78.90419,1007,50.0
1,85.15617,949,50.0
0,48.189682,790,50.0
0,0.0,161,50.0
1,83.8096,897,50.0
1,87.61921,689,50.0
0,84.39959,1120,50.0
1,86.55691,1332,50.0
1,87.4577,1248,50.0
1,85.64283,394,50.0
0,84.79486,1856,50.0
1,86.41141,975,50.0
1,86.59512,947,50.0
1,86.31625,811,50.0
0,77.760445,657,50.0
1,86.07568,1367,50.0
0,83.14771,1006,50.0
0,80.26852,1003,50.0
1,86.38111,1238,50.0
0,84.063995,1241,50.0
0,63.434948,798,50.0
0,83.33571,952,50.0
0,83.085625,238,50.0
0,82.42198,1114,50.0
0,83.466965,1843,50.0
0,84.82678,985,50.0
1,86.16462,576,50.0
0,48.189682,775,50.0
1,85.37042,678,50.0
0,48.189682,825,50.0
1,86.68465,1120,50.0
1,86.506065,662,50.0
0,84.85294,907,50.0
0,81.95053,1119,50.0
1,84.958626,1072,50.0
0,71.06817,809,50.0
1,86.23767,1082,50.0
1,86.18592,1031,50.0
0,84.56578,745,50.0
0,82.40536,941,50.0
1,85.26894,841,50.0
1,48.189682,776,50.0
0,84.60806,849,50.0
0,81.35399,812,50.0
0,79.34469,830,50.0
0,80.26852,879,50.0
0,84.85294,830,50.0
1,85.78942,443,50.0
1,85.10339,561,50.0
1,86.74143,1153,50.0
0,56.309933,215,50.0
0,64.12331,777,50.0
0,48.189682,810,50.0
1,86.47313,1513,50.0
0,82.94286,1318,50.0
0,60.982857,787,50.0
0,80.050865,1284,50.0
1,85.27297,1342,50.0
0,82.519485,1195,50.0
1,87.21473,1569,50.0
0,84.45883,1121,50.0
0,83.33571,1000,50.0
1,85.601295,1104,50.0
1,87.10581,1169,50.0
0,81.01512,365,50.0
1,85.88551,466,50.0
0,80.60154,242,50.0
0,82.92944,928,50.0
1,86.064125,1167,50.0
1,85.37796,1084,50.0
0,83.085625,714,50.0
1,87.21061,1738,50.0
0,26.56505,812,50.0
0,35.26439,775,50.0
0,35.26439,183,50.0
1,84.98765,221,50.0
0,48.189682,779,50.0
1,85.304825,998,50.0
0,87.343445,736,50.0
0,80.050865,945,50.0
1,84.93406,1502,50.0
1,86.9587,371,50.0
0,84.296486,424,50.0
1,87.18802,791,50.0
1,87.02401,1185,50.0
1,80.050865,692,50.0
0,71.06817,821,50.0
0,69.62547,793,50.0
0,48.189682,166,50.0
0,60.982857,369,50.0
0,83.94925,544,50.0
1,85.10339,824,50.0
1,85.19042,907,50.0
1,69.62547,768,50.0
0,57.688465,790,50.0
1,74.49864,321,50.0
1,86.0336,1138,50.0
0,76.91152,550,50.0
0,54.73561,823,50.0
0,84.60806,659,50.0
0,84.246376,353,50.0
1,48.189682,774,50.0
0,82.79088,932,50.0
1,85.89345,798,50.0
0,82.79088,697,50.0
1,85.766495,500,50.0
0,35.26439,771,50.0
1,85.95531,891,50.0
1,87.45016,1065,50.0
0,82.551155,1150,50.0
0,26.56505,170,50.0
0,71.56505,1120,50.0
0,79.736565,1147,50.0
1,85.751976,1195,50.0
0,83.99099,353,50.0
0,84.50995,861,50.0
0,71.79923,181,50.0
0,71.56505,178,50.0
0,60.982857,789,50.0
0,72.65393,226,50.0
0,82.10485,1163,50.0
1,85.6142,1298,50.0
0,48.189682,172,50.0
0,57.688465,162,50.0
0,35.26439,782,50.0
1,86.80039,1387,50.0
0,87.421265,969,50.0
0,84.67829,1116,50.0
0,87.80589,1545,50.0
1,86.5206,1350,50.0
1,86.39725,1881,50.0
0,26.56505,135,50.0
0,35.26439,772,50.0
1,85.766495,1439,50.0
0,84.26801,1349,50.0
0,45.0,176,50.0
1,84.85294,823,50.0
0,45.0,200,50.0
1,86.80039,1411,50.0
0,68.58328,781,50.0
1,86.69843,504,50.0
0,60.982857,782,50.0
0,83.745384,706,50.0
1,76.73732,297,50.0
0,35.26439,783,50.0
1,85.10339,1602,50.0
1,85.44058,838,50.0
1,86.89574,894,50.0
1,86.31625,1036,50.0
0,84.93406,911,50.0
0,83.56048,766,50.0
1,85.10339,975,50.0
0,45.0,203,50.0
1,86.16462,1051,50.0
0,84.45883,1393,50.0
0,26.56505,173,50.0
1,86.064125,1174,50.0
0,79.34469,693,50.0
0,65.90515,154,50.0
0,84.063995,850,50.0
0,82.92944,1458,50.0
0,83.66949,1000,50.0
1,26.56505,770,50.0
0,48.189682,772,50.0
1,86.68048,1320,50.0
1,87.35338,575,50.0
0,79.857895,719,50.0
0,60.982857,773,50.0
0,83.466965,524,50.0
0,82.17876,1046,50.0
0,84.78948,288,50.0
1,86.188034,747,50.0
0,87.51805,1095,50.0
0,26.56505,769,50.0
0,88.052635,1216,50.0
0,64.12331,799,50.0
0,72.65393,846,50.0
0,35.26439,162,50.0
0,83.79145,1205,50.0
0,87.43936,972,50.0
1,85.60453,560,50.0
1,85.594795,875,50.0
0,71.06817,1607,50.0
0,82.42198,232,50.0
1,85.652245,904,50.0
0,48.189682,796,50.0
0,57.688465,804,50.0
0,87.45582,660,50.0
0,56.309933,790,50.0
1,85.78942,821,50.0
1,84.98765,230,50.0
0,83.659805,1074,50.0
1,85.55186,1347,50.0
0,83.78232,754,50.0
0,57.688465,770,50.0
1,86.97569,662,50.0
0,74.49864,898,50.0
1,48.189682,218,50.0
0,87.36251,785,50.0
0,80.050865,1187,50.0
0,48.189682,165,50.0
0,57.688465,193,50.0
0,60.982857,774,50.0
0,56.309933,781,50.0
1,85.27699,1177,50.0
0,26.56505,783,50.0
0,82.42198,1215,50.0
0,48.189682,769,50.0
0,35.26439,814,50.0
1,84.958626,839,50.0
1,86.85509,1373,50.0
1,86.92383,1024,50.0
0,76.366974,871,50.0
0,65.90515,819,50.0
0,83.8096,669,50.0
0,70.52878,773,50.0
1,85.15617,1139,50.0
1,85.098915,851,50.0
0,76.73732,319,50.0
1,85.86413,814,50.0
1,84.61402,957,50.0
1,85.9778,1524,50.0
0,84.85294,907,50.0
0,87.79414,1353,50.0
0,79.0068,819,50.0
0,80.66413,681,50.0
1,86.832344,1440,50.0
0,65.90515,777,50.0
1,86.75062,838,50.0
1,86.05715,924,50.0
1,86.43924,910,50.0
0,80.81531,1039,50.0
0,68.58328,251,50.0
0,72.4516,303,50.0
1,85.898705,827,50.0
0,26.56505,772,50.0
1,86.922714,895,50.0
0,68.58328,779,50.0
1,86.151665,440,50.0
1,85.469185,1518,50.0
0,84.67829,949,50.0
1,86.82505,1285,50.0
0,87.791275,1285,50.0
1,85.80918,1237,50.0
0,84.45234,274,50.0
0,45.0,772,50.0
1,85.514534,1206,50.0
0,74.206825,1232,50.0
0,35.26439,773,50.0
1,83.466965,814,50.0
1,85.80918,1269,50.0
0,74.638596,520,50.0
0,60.982857,771,50.0
0,83.59076,593,50.0
1,86.58758,1124,50.0
0,64.7606,790,50.0
0,81.35399,816,50.0
1,86.31435,783,50.0
1,83.8096,263,50.0
0,48.189682,785,50.0
0,87.58295,1677,50.0
1,82.88871,549,50.0
0,84.05602,891,50.0
1,68.198586,783,50.0
0,82.9958,1161,50.0
1,86.23767,456,50.0
0,78.52107,961,50.0
0,84.91414,1555,50.0
0,87.68,1304,50.0
0,88.13039,990,50.0
0,83.550285,1266,50.0
1,86.59512,859,50.0
1,83.29016,806,50.0
0,80.60154,1067,50.0
0,82.70372,1211,50.0
0,84.45883,1256,50.0
0,84.20977,821,50.0
0,87.53818,1260,50.0
1,85.44058,951,50.0
0,82.40536,875,50.0
0,26.56505,192,50.0
0,35.26439,798,50.0
0,77.54542,851,50.0
1,85.03492,783,50.0
1,85.6709,654,50.0
0,69.62547,779,50.0
1,85.19042,1022,50.0
0,82.17876,211,50.0
0,83.92379,910,50.0
1,35.26439,849,50.0
1,86.70934,1123,50.0
1,82.92944,1268,50.0
1,86.41843,948,50.0
0,35.26439,774,50.0
0,83.659805,1194,50.0
0,74.638596,867,50.0
0,74.49864,164,50.0
1,82.67396,841,50.0
1,86.80662,427,50.0
0,84.837296,604,50.0
0,82.33774,870,50.0
1,86.54441,866,50.0
0,84.88891,1111,50.0
1,87.13848,812,50.0
1,85.42608,1254,50.0
0,83.29016,1239,50.0
0,83.88933,1301,50.0
0,82.9958,267,50.0
0,84.39959,1122,50.0
0,48.189682,812,50.0
1,85.396645,931,50.0
0,82.519485,627,50.0
0,82.92944,536,50.0
1,86.12535,1007,50.0
0,45.0,774,50.0
0,48.189682,786,50.0
1,83.047554,909,50.0
1,86.62917,1120,50.0
0,84.246376,395,50.0
0,56.309933,774,50.0
0,48.189682,165,50.0
1,85.15617,570,50.0
0,81.635,315,50.0
1,85.42608,757,50.0
0,60.982857,837,50.0
0,84.85294,168,50.0
1,86.0072,679,50.0
1,85.64283,375,50.0
0,54.73561,770,50.0
0,82.92944,393,50.0
0,54.73561,792,50.0
0,35.26439,769,50.0
0,75.636696,907,50.0
0,80.66413,1212,50.0
0,64.12331,794,50.0
1,57.688465,781,50.0
1,86.64654,1168,50.0
1,86.905945,1132,50.0
0,60.982857,789,50.0
0,76.73732,830,50.0
0,83.33571,850,50.0
0,68.58328,870,50.0
0,75.96375,798,50.0
0,71.79923,422,50.0
1,84.98765,1049,50.0
0,84.67829,436,50.0
0,87.34202,968,50.0
0,45.0,773,50.0
1,85.479774,376,50.0
1,86.004776,1174,50.0
0,48.189682,774,50.0
0,84.8109,928,50.0
0,83.88933,1001,50.0
0,77.47119,252,50.0
0,71.06817,778,50.0
0,48.189682,816,50.0
0,80.26852,1329,50.0
1,86.48145,1157,50.0
0,68.198586,846,50.0
0,48.189682,779,50.0
0,81.635,259,50.0
0,83.33571,1108,50.0
1,88.080696,1563,50.0
0,83.78232,671,50.0
1,45.0,169,50.0
0,60.982857,179,50.0
1,86.55691,1019,50.0
1,87.06046,1299,50.0
1,86.45461,1189,50.0
1,86.31625,1467,50.0
0,82.874985,260,50.0
0,83.278625,443,50.0
0,57.688465,826,50.0
0,64.12331,217,50.0
0,68.198586,199,50.0
1,87.03697,608,50.0
0,68.198586,221,50.0
0,48.189682,771,50.0
0,68.198586,186,50.0
1,86.35374,1006,50.0
0,71.79923,800,50.0
0,57.688465,1110,50.0
0,83.8096,566,50.0
0,78.030525,809,50.0
0,45.0,772,50.0
0,84.45883,956,50.0
1,85.92473,1277,50.0
0,87.75382,1017,50.0
1,85.25274,800,50.0
1,48.189682,773,50.0
0,48.189682,892,50.0
1,85.479774,1133,50.0
0,60.982857,172,50.0
0,84.78948,341,50.0
0,84.35217,1253,50.0
0,81.52128,798,50.0
1,86.31625,796,50.0
0,82.519485,1150,50.0
0,79.857895,892,50.0
0,77.760445,861,50.0
1,85.03492,310,50.0
1,85.86413,922,50.0
1,85.66781,1606,50.0
0,81.25383,464,50.0
1,81.544395,293,50.0
1,85.960335,1112,50.0
0,82.71847,825,50.0
1,86.147316,1235,50.0
0,68.198586,149,50.0
0,84.45883,460,50.0
1,84.71802,310,50.0
1,85.95531,1287,50.0
1,85.87486,921,50.0
0,48.189682,776,50.0
1,86.570816,1924,50.0
0,65.90515,776,50.0
1,85.30087,520,50.0
0,65.90515,766,50.0
1,85.80918,1062,50.0
1,85.37796,564,50.0
0,84.11897,902,50.0
0,45.0,774,50.0
1,85.960335,1471,50.0
0,84.76781,1359,50.0
1,85.601295,953,50.0
1,84.958626,1357,50.0
0,84.78948,1101,50.0
0,54.73561,794,50.0
1,86.69843,1185,50.0
0,82.47121,1001,50.0
0,64.12331,777,50.0
1,85.7951,785,50.0
0,0.0,768,50.0
1,73.398445,783,50.0
1,84.99244,876,50.0
0,71.06817,199,50.0
0,82.04803,452,50.0
0,83.745384,429,50.0
0,76.366974,826,50.0
0,77.760445,1073,50.0
0,81.635,967,50.0
0,35.26439,797,50.0
1,86.31625,1203,50.0
0,87.7368,899,50.0
1,85.316605,791,50.0
1,85.03492,820,50.0
1,87.19477,1040,50.0
1,85.766495,1121,50.0
0,84.35217,412,50.0
1,85.44058,548,50.0
1,64.7606,807,50.0
0,79.736565,819,50.0
1,86.004776,397,50.0
1,85.594795,1375,50.0
1,78.69006,517,50.0
0,82.9958,243,50.0
0,81.635,243,50.0
1,86.41316,1162,50.0
0,87.30254,1819,50.0
0,84.18747,1245,50.0
1,85.60453,1244,50.0
0,84.85294,284,50.0
1,86.82505,888,50.0
0,57.688465,165,50.0
0,54.73561,786,50.0
1,86.458,667,50.0
0,84.78948,253,50.0
1,26.56505,776,50.0
0,82.33774,1000,50.0
0,60.982857,780,50.0
1,85.91697,476,50.0
0,84.82678,915,50.0
0,71.79923,778,50.0
1,86.24575,1132,50.0
1,86.42541,1029,50.0
1,79.480255,217,50.0
0,84.78948,995,50.0
0,84.8109,945,50.0
0,83.477554,1118,50.0
0,26.56505,780,50.0
1,86.5381,749,50.0
1,86.204796,501,50.0
0,83.98271,420,50.0
0,87.47443,562,50.0
1,87.21719,1025,50.0
0,60.982857,770,50.0
0,57.688465,781,50.0
1,85.80918,1035,50.0
0,87.77509,1345,50.0
1,86.12757,698,50.0
1,82.65894,825,50.0
0,82.33774,228,50.0
0,84.93406,409,50.0
0,83.59076,892,50.0
1,86.7188,1344,50.0
1,75.28564,197,50.0
1,86.63499,1118,50.0
1,85.93755,1414,50.0
1,86.05481,712,50.0
1,85.483284,1091,50.0
0,64.7606,172,50.0
1,86.40435,1376,50.0
0,48.189682,771,50.0
1,85.594795,1009,50.0
0,45.0,207,50.0
0,87.48902,1017,50.0
0,63.434948,235,50.0
0,88.3425,1497,50.0
1,86.494644,1190,50.0
1,26.56505,778,50.0
0,88.22497,1070,50.0
0,77.54542,792,50.0
0,81.95053,992,50.0
1,85.44058,1489,50.0
0,83.79145,1030,50.0
0,82.92944,1116,50.0
0,84.18747,1485,50.0
0,26.56505,785,50.0
0,45.0,789,50.0
0,80.69496,965,50.0
0,63.434948,779,50.0
0,57.688465,216,50.0
0,54.73561,197,50.0
0,81.25383,1410,50.0
1,85.77514,662,50.0
1,85.42608,1026,50.0
1,86.75062,1090,50.0
1,85.737305,1475,50.0
1,86.10976,865,50.0
1,86.05481,930,50.0
1,87.05172,856,50.0
0,83.466965,2115,50.0
0,87.334114,1500,50.0
1,85.834175,807,50.0
1,85.20728,927,50.0
1,86.56156,951,50.0
0,82.67396,1005,50.0
1,85.37042,739,50.0
1,86.87967,1313,50.0
0,84.625885,676,50.0
1,86.07568,1166,50.0
0,82.33774,949,50.0
1,86.19434,633,50.0
0,84.78948,1037,50.0
0,0.0,779,50.0
1,86.5206,1078,50.0
1,84.70676,814,50.0
1,86.19644,1634,50.0
0,87.61818,1053,50.0
1,85.86413,578,50.0
0,83.33571,719,50.0
0,79.0068,226,50.0
1,86.05481,978,50.0
0,84.91414,816,50.0
0,68.198586,825,50.0
1,45.0,185,50.0
0,79.695145,1003,50.0
1,85.91697,1106,50.0
1,54.73561,167,50.0
0,87.90634,1094,50.0
1,87.20978,1264,50.0
1,86.064125,1307,50.0
0,35.26439,769,50.0
0,81.635,1700,50.0
1,86.43061,391,50.0
0,74.49864,843,50.0
1,86.69843,1073,50.0
0,26.56505,781,50.0
0,74.49864,834,50.0
0,79.480255,867,50.0
0,71.79923,1168,50.0
0,71.56505,211,50.0
0,84.85294,1388,50.0
1,87.23427,971,50.0
1,87.01291,888,50.0
0,60.982857,778,50.0
0,76.366974,907,50.0
1,35.26439,774,50.0
0,56.309933,774,50.0
1,85.19042,1281,50.0
0,35.26439,779,50.0
1,85.10339,1135,50.0
1,85.52481,604,50.0
1,85.33604,360,50.0
1,86.65083,815,50.0
1,60.982857,777,50.0
1,86.840775,903,50.0
0,68.58328,807,50.0
1,85.35142,1283,50.0
0,0.0,768,50.0
0,84.67829,1175,50.0
0,84.93406,845,50.0
0,64.12331,765,50.0
0,54.73561,794,50.0
1,86.63354,592,50.0
0,57.688465,771,50.0
1,82.04803,309,50.0
0,84.26801,911,50.0
1,69.62547,1050,50.0
0,54.73561,778,50.0
0,57.688465,791,50.0
1,85.751976,577,50.0
1,85.177666,931,50.0
1,85.42608,941,50.0
0,80.56977,983,50.0
0,68.58328,967,50.0
0,83.66949,1175,50.0
0,60.982857,972,50.0
0,83.39135,898,50.0
0,83.466965,1725,50.0
1,86.07568,833,50.0
0,69.62547,166,50.0
1,87.829636,1644,50.0
0,83.86309,1024,50.0
0,48.189682,783,50.0
0,83.69827,1070,50.0
0,56.309933,773,50.0
0,48.189682,175,50.0
0,84.85294,791,50.0
0,84.26801,1594,50.0
1,86.86334,978,50.0
1,86.63499,913,50.0
0,84.79486,1598,50.0
1,77.760445,776,50.0
1,85.6142,409,50.0
0,60.982857,204,50.0
1,85.20728,852,50.0
0,68.58328,810,50.0
0,64.12331,861,50.0
0,26.56505,204,50.0
0,74.206825,771,50.0
0,80.9311,1031,50.0
1,84.98765,793,50.0
0,26.56505,770,50.0
1,60.982857,169,50.0
0,69.62547,811,50.0
1,85.63017,995,50.0
0,48.189682,776,50.0
0,79.0068,944,50.0
1,86.51093,1146,50.0
0,84.8109,929,50.0
0,80.537674,943,50.0
0,77.47119,209,50.0
1,87.27754,540,50.0
0,84.32453,1014,50.0
0,60.982857,806,50.0
1,86.21516,1248,50.0
1,82.70372,730,50.0
0,35.26439,189,50.0
1,86.494644,1318,50.0
0,0.0,768,50.0
1,86.18169,1525,50.0
0,68.58328,773,50.0
1,85.652245,814,50.0
1,85.098915,965,50.0
0,84.625885,1191,50.0
0,83.110664,844,50.0
1,87.23023,1173,50.0
1,54.73561,782,50.0
0,0.0,197,50.0
0,84.20977,1254,50.0
0,84.31756,855,50.0
0,48.189682,779,50.0
1,86.45121,895,50.0
0,48.189682,811,50.0
1,85.70448,1347,50.0
0,88.07638,1113,50.0
1,85.37042,1210,50.0
0,0.0,775,50.0
0,84.18747,1168,50.0
0,76.06791,760,50.0
0,83.085625,1042,50.0
0,83.369255,613,50.0
0,83.8096,926,50.0
0,57.688465,167,50.0
1,48.189682,198,50.0
1,85.7636,1065,50.0
0,81.544395,1281,50.0
0,84.45883,1054,50.0
1,87.170074,1127,50.0
0,83.78232,903,50.0
1,85.63017,1058,50.0
0,26.56505,775,50.0
1,84.99244,1121,50.0
0,84.063995,882,50.0
1,76.06791,797,50.0
1,86.25978,1175,50.0
1,86.56156,1166,50.0
1,86.82505,1091,50.0
1,86.61744,284,50.0
0,84.69543,963,50.0
1,85.42608,925,50.0
0,64.12331,193,50.0
0,57.688465,773,50.0
0,82.33774,948,50.0
1,86.63354,999,50.0
0,83.92379,2188,50.0
1,86.776436,1083,50.0
1,86.776436,744,50.0
0,84.45883,663,50.0
0,65.90515,1378,50.0
0,80.9311,343,50.0
1,86.310524,498,50.0
1,85.89345,842,50.0
0,75.636696,808,50.0
1,86.63354,929,50.0
0,88.78312,1577,50.0
0,74.206825,917,50.0
0,82.33774,1319,50.0
1,54.73561,778,50.0
1,85.97532,743,50.0
1,85.68014,859,50.0
0,84.023766,452,50.0
1,86.19644,1145,50.0
1,87.20812,1469,50.0
1,86.0072,533,50.0
0,65.90515,150,50.0
1,86.86334,1023,50.0
0,83.79145,1100,50.0
0,75.636696,214,50.0
0,84.61402,1587,50.0
0,35.26439,775,50.0
1,85.95531,752,50.0
1,87.00884,835,50.0
0,79.736565,1225,50.0
1,86.66927,1250,50.0
1,85.594795,907,50.0
0,78.030525,183,50.0
1,85.514534,1321,50.0
0,57.688465,772,50.0
1,48.189682,798,50.0
0,84.52875,741,50.0
1,85.07179,1246,50.0
0,57.688465,771,50.0
0,35.26439,773,50.0
1,86.570816,1155,50.0
0,87.45205,1244,50.0
0,48.189682,788,50.0
0,79.857895,1132,50.0
1,85.6142,491,50.0
0,87.65438,745,50.0
0,57.688465,771,50.0
1,63.434948,776,50.0
0,78.74476,228,50.0
1,86.87387,370,50.0
1,85.12117,547,50.0
1,86.70934,926,50.0
1,86.494644,863,50.0
1,86.40435,726,50.0
1,86.71341,1036,50.0
1,86.74011,1307,50.0
1,87.11042,852,50.0
1,48.189682,789,50.0
1,87.12411,819,50.0
0,71.79923,281,50.0
0,81.2792,893,50.0
0,82.53537,320,50.0
0,81.95053,612,50.0
0,84.78948,1131,50.0
1,85.9778,1561,50.0
0,0.0,543,50.0
1,80.60154,793,50.0
0,0.0,774,50.0
0,64.7606,973,50.0
0,80.69496,355,50.0
1,86.63354,1405,50.0
0,26.56505,192,50.0
0,0.0,768,50.0
1,86.494644,1695,50.0
0,45.0,779,50.0
0,0.0,768,50.0
0,80.9311,1218,50.0
1,54.73561,772,50.0
1,86.31435,746,50.0
0,87.655365,991,50.0
1,72.4516,768,50.0
1,87.21473,980,50.0
1,85.483284,687,50.0
0,88.00148,1015,50.0
1,86.064125,695,50.0
0,84.8109,955,50.0
1,86.03597,1226,50.0
1,85.6709,710,50.0
0,35.26439,770,50.0
1,85.116745,1355,50.0
1,86.458,915,50.0
0,80.050865,564,50.0
1,86.45121,907,50.0
0,83.477554,933,50.0
0,0.0,768,50.0
0,83.550285,212,50.0
1,87.24944,402,50.0
0,82.04803,1468,50.0
0,80.537674,252,50.0
1,88.69306,1900,50.0
0,60.982857,774,50.0
0,84.82678,322,50.0
0,76.82529,791,50.0
1,86.337006,876,50.0
0,56.309933,1293,50.0
0,83.3244,899,50.0
0,84.45234,950,50.0
0,87.886856,835,50.0
1,85.9778,905,50.0
1,79.524315,1272,50.0
1,85.98027,1335,50.0
0,0.0,788,50.0
1,85.56852,1420,50.0
0,80.30342,923,50.0
